playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,salary,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
"2540150","null","Sharrif Floyd","DL","MIN","DL","MIN","-48.3921","32.5602","null","null","463","108","null","null","0.218","170","293","0","36.2489","27.5","4.8791","null",
"2506908","null","Frostee Rucker","DL","ARI","DL","ARI","-48.5028","32.4495","null","null","464","109","null","null","0.257","null","null","null","37.1074","27.05","null","null",
"2553830","null","Will Tye","TE","NYG","TE","NYG","-48.504","64.6545","null","183.3","465","25","null","null","1.3775","166.0367","298.9633","1","86.0437","42.2","7.1568","2",
"2495872","null","Johnathan Joseph","DB","HOU","DB","HOU","-48.5045","75.8642","null","null","466","77","null","null","0.0269","170","296","0","80.2359","70.3205","null","72",
"1974","null","Quintin Demps","DB","HOU","DB","HOU","-48.5203","75.8485","null","null","467","78","null","null","0.0881","170","297","0","81.8611","68.9301","null","64",
"2508110","null","Aaron Williams","DB","BUF","DB","BUF","-48.5425","75.8262","null","null","468","79","null","null","0.1982","170","298","0.5","84.7125","67.85","4.0857","37",
"494307","null","Darian Stewart","DB","DEN","DB","DEN","-48.6743","75.6945","null","null","469","80","null","null","0.3592","170","299","0","81.6324","67.1506","null","67",
"2495356","null","Cedric Thornton","DL","DAL","DL","DAL","-48.7173","32.2349","null","null","470","110","null","null","0.089","170","300","0","37.9786","20.4","null","null",
"2507843","null","Vincent Rey","LB","CIN","LB","CIN","-48.7474","67.7342","null","null","471","79","null","null","0.3728","170","301","0","69.7815","63.85","6.5408","null",
"2552299","null","Nate Orchard","LB","CLE","LB","CLE","-48.7909","67.6908","null","null","472","80","null","null","0.8423","null","null","0","71.9462","59.75","null","null",
"2552637","null","Obum Gwacham","DL","NO","DL","NO","-48.8022","32.15","null","null","473","111","null","null","0.0451","170","303","0","32.15","32.15","null","null",
"2552615","null","Delvin Breaux","DB","NO","DB","NO","-48.8072","75.5615","null","null","474","81","null","null","0.4991","170","304","0","79.2283","71.6","6.6421","null",
"2550646","null","Denico Autry","DL","OAK","DL","OAK","-48.8104","32.1418","null","null","475","112","null","null","0.1023","null","null","0","36.6295","27.55","null","null",
"2555335","null","Jonathan Bullard","DL","CHI","DL","CHI","-48.8842","32.068","null","null","476","113","null","null","0.2645","null","null","0","36.2252","25.5","null","null",
"1720","null","Letroy Guion","DL","GB","DL","GB","-48.9411","32.0111","null","null","477","114","null","null","0.5567","null","null","null","39.0305","19.45","null","null",
"2543481","null","Jace Amaro","TE","FA","TE","FA","-49.049","64.1095","null","null","478","26","null","null","1.8522","150.93","327.07","1","68.441","59.1","6.6335","null",
"2543773","null","James White","RB","NE","RB","NE","-49.1303","82.0085","null","141.3","479","49","null","null","3.3952","133.1183","345.8817","1.5975","100.9512","55.2579","5.7134","6",
"2552453","null","Tevin Coleman","RB","ATL","RB","ATL","-49.2325","81.9062","null","120.1","480","50","null","null","8.0908","135.266","344.734","2.28","92.2745","55","7.1838","19",
"2543493","null","Jason Verrett","DB","SD","DB","SD","-49.2597","75.1091","null","null","481","82","null","null","0.1775","202.9","278.1","0.8","81.8626","68.0301","8.4548","3",
"494287","null","Devin McCourty","DB","NE","DB","NE","-49.3529","75.0158","null","null","482","83","null","null","0.2171","170","312","0","75.897","73.9904","4.3181","null",
"2506925","null","Domata Peko","DL","CIN","DL","CIN","-49.3563","31.5959","null","null","483","115","null","null","0.3002","170","313","0","34.0715","28.2","null","null",
"79840","null","Jasper Brinkley","LB","NYG","LB","NYG","-49.4495","67.0321","null","null","484","81","null","null","0.7361","170","314","0.5","99.4942","15.65","null","49",
"2533062","null","Stephon Gilmore","DB","BUF","DB","BUF","-49.5213","74.8474","null","null","485","84","null","null","0.207","170","315","0","82.2523","65.9904","null","79",
"2495614","null","Michael Griffin","DB","FA","DB","FA","-49.6188","74.75","null","null","486","85","null","null","0.3641","null","null","1","74.75","74.75","null","null",
"2543478","null","RaShede Hageman","DL","ATL","DL","ATL","-49.6394","31.3129","null","null","487","116","null","null","0.0736","null","null","0","31.7819","30.35","null","null",
"496835","null","Jared Odrick","DL","JAC","DL","JAC","-49.6736","31.2786","null","null","488","117","null","null","0.0933","170","318","0","37.4592","22.8","null","null",
"2506779","null","Tom Johnson","DL","MIN","DL","MIN","-49.7522","31.2","null","null","489","118","null","null","0.0381","170","319","0","31.2","31.2","null","null",
"2552327","null","Grady Jarrett","DL","ATL","DL","ATL","-49.7817","31.1706","null","null","490","119","null","null","0.0452","170","320","0","35.151","23","null","null",
"2506398","null","Jonathan Babineaux","DL","ATL","DL","ATL","-49.7991","31.1532","null","null","491","120","null","null","0.0741","170","321","0","34.0713","27.15","null","null",
"71423","null","Brian Orakpo","LB","TEN","LB","TEN","-49.8167","66.6649","null","null","492","82","null","null","0.8292","170","322","0","67.369","65.9","null","null",
"2495507","null","Richard Sherman","DB","SEA","DB","SEA","-49.8378","74.5309","null","null","493","86","null","null","0.394","173.7","319.3","2.35","86.4491","59.3","8.9661","2",
"2508055","null","Arthur Jones","DL","IND","DL","IND","-49.8547","31.0976","null","null","494","121","null","null","0.1172","null","null","0","33.4379","27.4","null","null",
"2535892","null","Tyrunn Walker","DL","DET","DL","DET","-49.8916","31.0607","null","null","495","122","null","null","0.3806","null","null","0","31.9184","29.3","null","null",
"786","null","Pat Sims","DL","CIN","DL","CIN","-50.0522","30.9","null","null","496","123","null","null","0.594","170","326","0","30.9","30.9","null","null",
"1302","null","Aqib Talib","DB","DEN","DB","DEN","-50.1279","74.2408","null","null","497","87","null","null","0.2993","170","327","0.5","79.785","65.3","null","null",
"2535698","null","Cole Beasley","WR","DAL","WR","DAL","-50.2234","72.0431","null","221.6","498","70","null","null","2.2037","160.085","337.915","0.42","86.6697","57.3119","5.5831","28",
"2507220","null","William Gay","DB","PIT","DB","PIT","-50.3358","74.033","null","null","499","88","null","null","0.3274","170","329","0","79.2733","65.05","null","null",
"2552489","null","Eddie Goldman","DL","CHI","DL","CHI","-50.4921","30.4601","null","null","500","124","null","null","0.5061","170","330","0.5","33.8509","23.5","null","null",
"2555155","null","Deon Bush","DB","CHI","DB","CHI","-50.5188","73.85","null","null","501","89","null","null","0.4771","170","331","0.5","73.85","73.85","null","null",
"2552273","null","Markus Golden","LB","ARI","LB","ARI","-50.5545","65.9271","null","null","502","83","null","null","0.5837","170","332","0","66.4506","65.1","null","null",
"2543683","null","Austin Seferian-Jenkins","TE","TB","TE","TB","-50.7141","62.4444","null","169.1","503","27","null","null","0.3814","155.348","347.652","1.3575","74.226","41.9702","7.4266","null",
"2506349","null","DeMarcus Ware","LB","DEN","LB","DEN","-50.7373","65.7443","null","null","504","84","null","null","0.8469","null","null","1","68.3265","61.2","null","null",
"2552629","null","Frank Clark","DL","SEA","DL","SEA","-50.8004","30.1518","null","null","505","125","null","null","0.5448","null","null","0","33.8804","24.2","10.5283","null",
"2506861","null","Brent Grimes","DB","TB","DB","TB","-50.8076","73.5611","null","null","506","90","null","null","0.5188","170","336","0","74.8568","72","null","null",
"2495288","null","Virgil Green","TE","DEN","TE","DEN","-51.0884","62.0701","null","179.7","507","28","null","null","3.1012","157.152","349.848","0.8525","75.1265","22.7","6.9157","null",
"324","null","Jacob Tamme","TE","ATL","TE","ATL","-51.1025","62.056","null","220.6","508","29","null","null","7.3443","164.3833","343.6167","0.6667","69.389","57.5881","4.2147","null",
"2543830","null","Tre Boston","DB","CAR","DB","CAR","-51.184","73.1847","null","null","509","91","null","null","0.4587","null","null","0","76.3294","68.8602","null","null",
"2530474","null","Mario Addison","DL","CAR","DL","CAR","-51.1959","29.7563","null","null","510","126","null","null","0.3399","170","340","0.5","33.5811","24.3","null","null",
"2555345","null","Sua Cravens","DB","WAS","DB","WAS","-51.4688","72.9","null","null","511","92","null","null","0.4266","null","null","1","72.9","72.9","null","null",
"2552611","null","Xavier Cooper","DL","CLE","DL","CLE","-51.4945","29.4578","null","null","512","127","null","null","0.2203","170","342","0","32.9989","24.6","null","null",
"2532800","null","Nigel Bradham","LB","PHI","LB","PHI","-51.5391","64.9425","null","null","513","85","null","null","0.4911","170","343","0.5","74.4537","50.1","4.3303","null",
"2540201","null","Akeem Spence","DL","TB","DL","TB","-51.5771","29.3751","null","null","514","128","null","null","0.3002","null","null","null","29.5091","29.1","null","null",
"79852","null","Rey Maualuga","LB","CIN","LB","CIN","-51.6294","64.8522","null","null","515","86","null","null","0.8807","170","345","0","66.6686","62.85","null","null",
"2555299","null","Vernon Hargreaves","DB","TB","DB","TB","-51.8167","72.5521","null","null","516","93","null","null","0.3297","170","346","0.5","83.2817","51.75","3.8533","44",
"2552438","null","David Parry","DL","IND","DL","IND","-51.8524","29.0998","null","null","517","129","null","null","0.1101","170","347","0","29.4277","28.65","null","null",
"2539270","null","Sylvester Williams","DL","DEN","DL","DEN","-51.9022","29.05","null","null","518","130","null","null","0.1353","170","348","0","29.05","29.05","null","null",
"2540288","null","Darius Slay","DB","DET","DB","DET","-51.974","72.3947","null","null","519","94","null","null","0.3887","170","349","0","76.3938","65.55","null","null",
"2495300","null","Karl Klug","DL","TEN","DL","TEN","-52.0229","28.9294","null","null","520","131","null","null","0.1294","null","null","null","31.3552","23.95","null","null",
"2543748","null","Caraun Reid","DL","FA","DL","FA","-52.0522","28.9","null","null","521","132","null","null","0.3328","null","null","0","28.9","28.9","null","null",
"2543495","null","Davante Adams","WR","GB","WR","GB","-52.1055","70.161","null","197.2","522","71","null","null","0.92","153.3425","368.6575","1.345","89.6783","49.4748","5.8743","19",
"2543533","null","Patrick Murray","K","CLE","K","CLE","-52.2031","104.8256","null","null","523","28","null","null","3.3225","160.45","362.55","0.68","117.5162","80.6","4.6745","16",
"2550230","null","Jamie Meder","DL","CLE","DL","CLE","-52.2522","28.7","null","null","524","133","null","null","0.3481","170","354","0","28.7","28.7","null","null",
"2506088","null","Will Allen","DB","FA","DB","FA","-52.3188","72.05","null","null","525","95","null","null","0.2138","null","null","0","72.05","72.05","null","null",
"79899","null","Jairus Byrd","DB","NO","DB","NO","-52.4068","71.962","null","null","526","96","null","null","0.6318","170","356","0.5","74.8497","67.85","null","null",
"2505660","null","Terrell Suggs","LB","BAL","LB","BAL","-52.431","64.0507","null","null","527","87","null","null","0.296","170","357","0","92.6436","22.4","null","54",
"71341","null","Tyson Jackson","DL","ATL","DL","ATL","-52.5178","28.4344","null","null","528","134","null","null","0.1747","170","358","0","30.887","23.4","null","null",
"2552276","null","Preston Smith","LB","WAS","LB","WAS","-52.5892","63.8925","null","null","529","88","null","null","0.8674","null","null","1","69.0956","55.6602","null","null",
"2555154","null","Darian Thompson","DB","NYG","DB","NYG","-52.6584","71.7104","null","null","530","97","null","null","0.7945","170","360","0.5","82.8123","56.55","4.3181","35",
"496881","null","Al Woods","DL","TEN","DL","TEN","-52.6828","28.2695","null","null","531","135","null","null","0.2095","null","null","null","29.122","27.1","null","null",
"2552446","null","Randy Gregory","DL","DAL","DL","DAL","-52.7022","28.25","null","null","532","136","null","null","0.3961","null","null","1","28.25","28.25","5.3499","null",
"2552491","null","Dorial Green-Beckham","WR","PHI","WR","PHI","-52.7486","69.5179","null","155.5","533","72","null","null","0.5613","148.184","384.816","2.5675","94.1372","50.4905","6.4868","7",
"2543456","null","Jadeveon Clowney","LB","HOU","LB","HOU","-52.8648","63.6169","null","null","534","89","null","null","1.7771","null","null","2","67.5641","56.45","null","null",
"2555312","null","Noah Spence","DL","TB","DL","TB","-53.0823","27.8699","null","null","535","137","null","null","0.1099","170","365","1","32.606","17.3","7.1283","null",
"2531031","null","Corbin Bryant","DL","BUF","DL","BUF","-53.1143","27.8379","null","null","536","138","null","null","0.2078","170","366","0","31.1823","23.25","null","null",
"2495311","null","Terrell McClain","DL","DAL","DL","DAL","-53.2701","27.6821","null","null","537","139","null","null","0.2431","null","null","null","28.2887","26.85","null","null",
"497302","null","Brandon LaFell","WR","CIN","WR","CIN","-53.3025","68.964","null","192.7","538","73","null","null","0.3882","173.7133","364.2867","0.9333","82.6026","48.0739","5.3781","13",
"2532977","null","Kendall Wright","WR","TEN","WR","TEN","-53.3173","68.9491","null","163.8","539","74","null","null","0.789","157.8725","381.1275","1.1525","90.197","45.28","5.8384","12",
"2542009","null","Benson Mayowa","DL","DAL","DL","DAL","-53.3741","27.5781","null","null","540","140","null","null","0.3466","null","null","0","43.6829","0","null","null",
"2507301","null","James Ihedigbo","DB","FA","DB","FA","-53.4188","70.95","null","null","541","98","null","null","0.3438","null","null","null","70.95","70.95","null","null",
"2532792","null","Justin Bethel","DB","ARI","DB","ARI","-53.487","70.8818","null","null","542","99","null","null","0.5993","170","372","0","79.9805","58.4","null","null",
"496853","null","George Selvie","DL","NYG","DL","NYG","-53.6522","27.3","null","null","543","141","null","null","0.3434","null","null","null","27.3","27.3","null","null",
"2495441","null","Blaine Gabbert","QB","SF","QB","SF","-53.6874","195.4353","null","219.1","544","26","null","null","15.0112","160.405","383.595","0.6667","210.7424","158.5529","5.9147","11",
"2543884","null","Beau Allen","DL","PHI","DL","PHI","-53.7891","27.1631","null","null","545","142","null","null","0.4426","170","375","0.5","31.2374","18.8","null","null",
"2507917","null","Tramaine Brock","DB","SF","DB","SF","-54.0382","70.3306","null","null","546","100","null","null","0.2738","170","376","0","78.8838","59.5","null","null",
"2552320","null","Ramik Wilson","LB","KC","LB","KC","-54.0483","62.4334","null","null","547","90","null","null","1.5235","170","377","0.5","68.2882","56.05","null","null",
